trial_lie_036.txt.ptree,0,10,4..11,brother
trial_lie_036.txt.ptree,0,12,11..12,COMMA
trial_lie_036.txt.ptree,0,15,13..19,sister
trial_lie_036.txt.ptree,0,17,20..23,and
trial_lie_036.txt.ptree,0,20,24..27,his
trial_lie_036.txt.ptree,0,22,28..36,children
trial_lie_036.txt.ptree,0,29,39..40,I
trial_lie_036.txt.ptree,0,32,41..45,know
trial_lie_036.txt.ptree,0,35,46..50,that
trial_lie_036.txt.ptree,0,39,51..53,he
trial_lie_036.txt.ptree,0,42,54..57,was
trial_lie_036.txt.ptree,0,46,58..59,a
trial_lie_036.txt.ptree,0,48,60..63,fun
trial_lie_036.txt.ptree,0,51,64..70,loving
trial_lie_036.txt.ptree,0,54,71..76,Uncle
trial_lie_036.txt.ptree,0,56,77..80,and
trial_lie_036.txt.ptree,0,60,81..82,I
trial_lie_036.txt.ptree,0,63,82..84,'m
trial_lie_036.txt.ptree,0,68,89..91,ca
trial_lie_036.txt.ptree,0,70,91..94,n't
trial_lie_036.txt.ptree,0,73,95..103,continue
trial_lie_036.txt.ptree,0,76,104..106,to
trial_lie_036.txt.ptree,0,80,107..117,experience
trial_lie_036.txt.ptree,0,82,118..124,things
trial_lie_036.txt.ptree,0,85,125..127,in
trial_lie_036.txt.ptree,0,88,128..131,his
trial_lie_036.txt.ptree,0,90,132..136,life
trial_lie_036.txt.ptree,0,95,141..144,for
trial_lie_036.txt.ptree,0,98,145..146,a
trial_lie_036.txt.ptree,0,100,147..150,kid
trial_lie_036.txt.ptree,0,106,155..160,there
trial_lie_036.txt.ptree,0,109,161..163,is
trial_lie_036.txt.ptree,0,112,164..173,certainly
trial_lie_036.txt.ptree,0,115,174..176,no
trial_lie_036.txt.ptree,0,117,177..180,way
trial_lie_036.txt.ptree,0,121,181..183,to
trial_lie_036.txt.ptree,0,125,184..191,explain
trial_lie_036.txt.ptree,0,130,196..200,make
trial_lie_036.txt.ptree,0,134,201..206,sense
trial_lie_036.txt.ptree,0,137,207..209,of
trial_lie_036.txt.ptree,0,140,210..213,the
trial_lie_036.txt.ptree,0,142,214..223,situation
trial_lie_036.txt.ptree,0,144,224..227,and
trial_lie_036.txt.ptree,0,148,228..229,I
trial_lie_036.txt.ptree,0,151,229..231,'m
trial_lie_036.txt.ptree,0,154,232..237,truly
trial_lie_036.txt.ptree,0,156,238..243,sorry
trial_lie_036.txt.ptree,0,159,244..247,for
trial_lie_036.txt.ptree,0,162,248..252,that
trial_lie_036.txt.ptree,0,164,252..253,.
