trial_truth_036.txt.ptree,0,5,0..4,ummm
trial_truth_036.txt.ptree,0,10,5..9,they
trial_truth_036.txt.ptree,0,13,10..17,started
trial_truth_036.txt.ptree,0,16,18..20,to
trial_truth_036.txt.ptree,0,19,21..26,while
trial_truth_036.txt.ptree,0,24,27..31,they
trial_truth_036.txt.ptree,0,27,32..34,go
trial_truth_036.txt.ptree,0,30,35..37,as
trial_truth_036.txt.ptree,0,33,38..40,on
trial_truth_036.txt.ptree,0,36,41..44,the
trial_truth_036.txt.ptree,0,38,45..51,ground
trial_truth_036.txt.ptree,0,41,52..57,first
trial_truth_036.txt.ptree,0,43,58..61,and
trial_truth_036.txt.ptree,0,47,62..66,then
trial_truth_036.txt.ptree,0,50,67..71,they
trial_truth_036.txt.ptree,0,53,73..80,started
trial_truth_036.txt.ptree,0,57,81..85,just
trial_truth_036.txt.ptree,0,60,86..92,asking
trial_truth_036.txt.ptree,0,63,93..102,questions
trial_truth_036.txt.ptree,0,65,102..103,.
trial_truth_036.txt.ptree,1,7,104..109,where
trial_truth_036.txt.ptree,1,11,110..112,is
trial_truth_036.txt.ptree,1,14,113..116,the
trial_truth_036.txt.ptree,1,16,117..122,stash
trial_truth_036.txt.ptree,1,20,123..128,where
trial_truth_036.txt.ptree,1,24,129..131,is
trial_truth_036.txt.ptree,1,27,132..135,the
trial_truth_036.txt.ptree,1,29,136..141,girls
trial_truth_036.txt.ptree,1,31,142..147,house
trial_truth_036.txt.ptree,1,33,148..152,ummm
trial_truth_036.txt.ptree,1,36,153..157,they
trial_truth_036.txt.ptree,1,39,158..165,started
trial_truth_036.txt.ptree,1,43,166..172,asking
trial_truth_036.txt.ptree,1,46,173..176,for
trial_truth_036.txt.ptree,1,50,177..178,a
trial_truth_036.txt.ptree,1,52,179..183,name
trial_truth_036.txt.ptree,1,56,184..189,which
trial_truth_036.txt.ptree,1,60,190..191,i
trial_truth_036.txt.ptree,1,64,192..195,had
trial_truth_036.txt.ptree,1,68,196..198,no
trial_truth_036.txt.ptree,1,70,199..203,idea
trial_truth_036.txt.ptree,1,74,204..208,what
trial_truth_036.txt.ptree,1,79,209..213,they
trial_truth_036.txt.ptree,1,82,214..218,were
trial_truth_036.txt.ptree,1,85,219..226,talking
trial_truth_036.txt.ptree,1,87,227..232,about
trial_truth_036.txt.ptree,1,89,233..236,and
trial_truth_036.txt.ptree,1,93,237..241,then
trial_truth_036.txt.ptree,1,96,242..246,they
trial_truth_036.txt.ptree,1,99,247..253,really
trial_truth_036.txt.ptree,1,102,254..258,just
trial_truth_036.txt.ptree,1,105,259..266,started
trial_truth_036.txt.ptree,1,109,267..273,asking
trial_truth_036.txt.ptree,1,112,275..278,for
trial_truth_036.txt.ptree,1,115,279..281,it
trial_truth_036.txt.ptree,1,118,282..286,like
trial_truth_036.txt.ptree,1,121,287..290,the
trial_truth_036.txt.ptree,1,123,291..296,girls
trial_truth_036.txt.ptree,1,125,297..302,house
trial_truth_036.txt.ptree,1,127,303..306,and
trial_truth_036.txt.ptree,1,130,307..311,said
trial_truth_036.txt.ptree,1,133,312..316,that
trial_truth_036.txt.ptree,1,137,317..318,I
trial_truth_036.txt.ptree,1,140,320..324,will
trial_truth_036.txt.ptree,1,143,325..328,ask
trial_truth_036.txt.ptree,1,147,329..332,you
trial_truth_036.txt.ptree,1,151,333..338,three
trial_truth_036.txt.ptree,1,153,340..343,one
trial_truth_036.txt.ptree,1,157,344..348,more
trial_truth_036.txt.ptree,1,159,349..353,time
trial_truth_036.txt.ptree,1,161,354..356,or
trial_truth_036.txt.ptree,1,163,358..361,two
trial_truth_036.txt.ptree,1,165,362..366,more
trial_truth_036.txt.ptree,1,167,367..372,times
trial_truth_036.txt.ptree,1,169,373..375,or
trial_truth_036.txt.ptree,1,172,376..385,something
trial_truth_036.txt.ptree,1,175,386..390,like
trial_truth_036.txt.ptree,1,178,391..395,that
trial_truth_036.txt.ptree,1,180,396..399,and
trial_truth_036.txt.ptree,1,182,400..404,then
trial_truth_036.txt.ptree,1,186,406..410,they
trial_truth_036.txt.ptree,1,189,411..415,just
trial_truth_036.txt.ptree,1,192,416..424,preceded
trial_truth_036.txt.ptree,1,196,425..432,getting
trial_truth_036.txt.ptree,1,199,433..435,us
trial_truth_036.txt.ptree,1,202,436..438,on
trial_truth_036.txt.ptree,1,206,439..442,the
trial_truth_036.txt.ptree,1,208,443..449,ground
trial_truth_036.txt.ptree,1,210,450..453,and
trial_truth_036.txt.ptree,1,214,454..458,then
trial_truth_036.txt.ptree,1,216,460..464,kind
trial_truth_036.txt.ptree,1,219,465..467,of
trial_truth_036.txt.ptree,1,224,468..473,going
trial_truth_036.txt.ptree,1,227,474..481,through
trial_truth_036.txt.ptree,1,230,483..486,the
