trial_lie_004.txt.ptree,0,5,0..2,He
trial_lie_004.txt.ptree,0,8,3..6,had
trial_lie_004.txt.ptree,0,11,7..11,told
trial_lie_004.txt.ptree,0,14,12..14,me
trial_lie_004.txt.ptree,0,18,15..19,that
trial_lie_004.txt.ptree,0,22,20..22,he
trial_lie_004.txt.ptree,0,25,23..26,had
trial_lie_004.txt.ptree,0,28,27..30,had
trial_lie_004.txt.ptree,0,32,31..32,a
trial_lie_004.txt.ptree,0,34,33..38,dream
trial_lie_004.txt.ptree,0,38,39..43,that
trial_lie_004.txt.ptree,0,40,43..44,COMMA
trial_lie_004.txt.ptree,0,44,45..49,ammm
trial_lie_004.txt.ptree,0,49,53..55,he
trial_lie_004.txt.ptree,0,52,56..59,was
trial_lie_004.txt.ptree,0,55,60..62,in
trial_lie_004.txt.ptree,0,58,63..64,a
trial_lie_004.txt.ptree,0,60,65..71,forest
trial_lie_004.txt.ptree,0,62,72..75,and
trial_lie_004.txt.ptree,0,65,76..80,that
trial_lie_004.txt.ptree,0,69,81..83,he
trial_lie_004.txt.ptree,0,72,84..87,had
trial_lie_004.txt.ptree,0,75,88..94,killed
trial_lie_004.txt.ptree,0,78,95..100,Laura
trial_lie_004.txt.ptree,0,80,100..101,COMMA
trial_lie_004.txt.ptree,0,82,102..105,and
trial_lie_004.txt.ptree,0,85,106..110,that
trial_lie_004.txt.ptree,0,89,111..113,if
trial_lie_004.txt.ptree,0,93,114..115,I
trial_lie_004.txt.ptree,0,96,116..119,did
trial_lie_004.txt.ptree,0,98,119..122,n't
trial_lie_004.txt.ptree,0,101,123..127,help
trial_lie_004.txt.ptree,0,104,128..131,him
trial_lie_004.txt.ptree,0,107,132..135,get
trial_lie_004.txt.ptree,0,110,136..139,rid
trial_lie_004.txt.ptree,0,113,140..142,of
trial_lie_004.txt.ptree,0,116,143..146,her
trial_lie_004.txt.ptree,0,118,146..147,COMMA
trial_lie_004.txt.ptree,0,121,148..152,that
trial_lie_004.txt.ptree,0,125,153..155,he
trial_lie_004.txt.ptree,0,130,158..162,that
trial_lie_004.txt.ptree,0,134,163..164,I
trial_lie_004.txt.ptree,0,137,165..168,was
trial_lie_004.txt.ptree,0,140,169..172,gon
trial_lie_004.txt.ptree,0,144,172..174,na
trial_lie_004.txt.ptree,0,147,175..177,be
trial_lie_004.txt.ptree,0,150,178..182,next
trial_lie_004.txt.ptree,0,152,182..183,.
