trial_lie_053.txt.ptree,0,4,0..6,Either
trial_lie_053.txt.ptree,0,10,7..8,a
trial_lie_053.txt.ptree,0,12,9..15,barrel
trial_lie_053.txt.ptree,0,14,16..18,or
trial_lie_053.txt.ptree,0,17,19..20,a
trial_lie_053.txt.ptree,0,19,21..26,stick
trial_lie_053.txt.ptree,0,21,27..30,but
trial_lie_053.txt.ptree,0,24,31..38,certain
trial_lie_053.txt.ptree,0,26,38..39,COMMA
trial_lie_053.txt.ptree,0,29,40..44,they
trial_lie_053.txt.ptree,0,32,45..48,are
trial_lie_053.txt.ptree,0,35,49..53,like
trial_lie_053.txt.ptree,0,37,53..54,COMMA
trial_lie_053.txt.ptree,0,40,55..59,they
trial_lie_053.txt.ptree,0,43,60..63,are
trial_lie_053.txt.ptree,0,46,64..69,going
trial_lie_053.txt.ptree,0,50,70..72,to
trial_lie_053.txt.ptree,0,53,73..77,kill
trial_lie_053.txt.ptree,0,56,78..81,you
trial_lie_053.txt.ptree,0,58,81..82,.
trial_lie_053.txt.ptree,1,5,83..84,I
trial_lie_053.txt.ptree,1,8,84..86,'m
trial_lie_053.txt.ptree,1,11,87..89,at
trial_lie_053.txt.ptree,1,14,90..94,lost
trial_lie_053.txt.ptree,1,17,95..97,at
trial_lie_053.txt.ptree,1,21,98..107,justifing
trial_lie_053.txt.ptree,1,25,108..112,what
trial_lie_053.txt.ptree,1,29,113..114,I
trial_lie_053.txt.ptree,1,32,115..118,did
trial_lie_053.txt.ptree,1,35,119..121,in
trial_lie_053.txt.ptree,1,39,122..123,a
trial_lie_053.txt.ptree,1,41,124..130,second
trial_lie_053.txt.ptree,1,43,131..137,valley
trial_lie_053.txt.ptree,1,46,138..143,other
trial_lie_053.txt.ptree,1,49,144..148,than
trial_lie_053.txt.ptree,1,53,149..155,saying
trial_lie_053.txt.ptree,1,56,156..160,that
trial_lie_053.txt.ptree,1,60,161..162,I
trial_lie_053.txt.ptree,1,63,163..170,thought
trial_lie_053.txt.ptree,1,66,171..175,that
trial_lie_053.txt.ptree,1,70,176..180,they
trial_lie_053.txt.ptree,1,73,181..185,were
trial_lie_053.txt.ptree,1,76,186..194,shooting
trial_lie_053.txt.ptree,1,79,195..199,back
trial_lie_053.txt.ptree,1,81,199..200,.
