trial_truth_012.txt.ptree,0,6,0..1,I
trial_truth_012.txt.ptree,0,9,2..4,do
trial_truth_012.txt.ptree,0,11,4..7,n't
trial_truth_012.txt.ptree,0,14,8..13,think
trial_truth_012.txt.ptree,0,18,14..17,too
trial_truth_012.txt.ptree,0,20,18..23,often
trial_truth_012.txt.ptree,0,22,23..24,COMMA
trial_truth_012.txt.ptree,0,25,25..30,cause
trial_truth_012.txt.ptree,0,28,31..38,usually
trial_truth_012.txt.ptree,0,31,39..41,we
trial_truth_012.txt.ptree,0,35,42..46,just
trial_truth_012.txt.ptree,0,37,47..51,call
trial_truth_012.txt.ptree,0,40,52..56,each
trial_truth_012.txt.ptree,0,42,57..62,other
trial_truth_012.txt.ptree,0,44,62..63,.
trial_truth_012.txt.ptree,1,5,64..66,We
trial_truth_012.txt.ptree,1,8,67..72,would
trial_truth_012.txt.ptree,1,11,73..75,be
trial_truth_012.txt.ptree,1,14,76..83,texting
trial_truth_012.txt.ptree,1,16,83..84,.
trial_truth_012.txt.ptree,2,5,85..87,If
trial_truth_012.txt.ptree,2,9,88..90,we
trial_truth_012.txt.ptree,2,12,91..94,are
trial_truth_012.txt.ptree,2,14,95..99,both
trial_truth_012.txt.ptree,2,17,100..102,by
trial_truth_012.txt.ptree,2,20,103..104,a
trial_truth_012.txt.ptree,2,22,105..113,computer
trial_truth_012.txt.ptree,2,26,114..118,when
trial_truth_012.txt.ptree,2,30,119..122,you
trial_truth_012.txt.ptree,2,33,123..126,are
trial_truth_012.txt.ptree,2,36,127..129,on
trial_truth_012.txt.ptree,2,39,130..135,gmail
trial_truth_012.txt.ptree,2,41,135..136,COMMA
trial_truth_012.txt.ptree,2,44,137..140,you
trial_truth_012.txt.ptree,2,47,141..144,can
trial_truth_012.txt.ptree,2,50,145..149,kind
trial_truth_012.txt.ptree,2,52,150..152,of
trial_truth_012.txt.ptree,2,55,153..156,see
trial_truth_012.txt.ptree,2,59,157..161,your
trial_truth_012.txt.ptree,2,61,162..170,contacts
trial_truth_012.txt.ptree,2,63,171..174,and
trial_truth_012.txt.ptree,2,67,175..178,who
trial_truth_012.txt.ptree,2,71,178..180,'s
trial_truth_012.txt.ptree,2,74,181..189,actually
trial_truth_012.txt.ptree,2,77,190..196,online
trial_truth_012.txt.ptree,2,79,196..197,.
trial_truth_012.txt.ptree,3,5,198..201,And
trial_truth_012.txt.ptree,3,8,202..203,I
trial_truth_012.txt.ptree,3,11,204..209,think
trial_truth_012.txt.ptree,3,14,210..212,at
trial_truth_012.txt.ptree,3,17,213..216,one
trial_truth_012.txt.ptree,3,19,217..222,point
trial_truth_012.txt.ptree,3,21,222..223,COMMA
trial_truth_012.txt.ptree,3,25,224..227,she
trial_truth_012.txt.ptree,3,28,228..233,wrote
trial_truth_012.txt.ptree,3,30,254..255,'
trial_truth_012.txt.ptree,3,35,298..300,hi
trial_truth_012.txt.ptree,3,83,302..306,that
trial_truth_012.txt.ptree,3,87,307..309,we
trial_truth_012.txt.ptree,3,90,310..317,started
trial_truth_012.txt.ptree,3,94,318..322,kind
trial_truth_012.txt.ptree,3,97,323..325,of
trial_truth_012.txt.ptree,3,102,326..330,just
trial_truth_012.txt.ptree,3,104,331..338,talking
trial_truth_012.txt.ptree,3,107,339..343,that
trial_truth_012.txt.ptree,3,109,344..347,way
